stim_folder,wav_file,pred_original,pred_metamer,match_distance,metamer_wav
30_stim78_chimes_in_the_wind_orig_splits,30_stim78_chimes_in_the_wind_orig_07_10.wav,A HA,,0.153255,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/30_stim78_chimes_in_the_wind_orig_splits/30_stim78_chimes_in_the_wind_orig_07_10/metamer_audio.wav
31_stim80_chopping_food_orig_splits,31_stim80_chopping_food_orig_01_04.wav,,,0.032967,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/31_stim80_chopping_food_orig_splits/31_stim80_chopping_food_orig_01_04/metamer_audio.wav
31_stim80_chopping_food_orig_splits,31_stim80_chopping_food_orig_04_07.wav,, THER  H ,0.038401,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/31_stim80_chopping_food_orig_splits/31_stim80_chopping_food_orig_04_07/metamer_audio.wav
31_stim80_chopping_food_orig_splits,31_stim80_chopping_food_orig_07_10.wav,,OETOE,0.037210,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/31_stim80_chopping_food_orig_splits/31_stim80_chopping_food_orig_07_10/metamer_audio.wav
32_stim83_cicadas_orig_splits,32_stim83_cicadas_orig_01_04.wav,STRS, ,0.200216,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/32_stim83_cicadas_orig_splits/32_stim83_cicadas_orig_01_04/metamer_audio.wav
32_stim83_cicadas_orig_splits,32_stim83_cicadas_orig_04_07.wav,STER,I,0.154768,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/32_stim83_cicadas_orig_splits/32_stim83_cicadas_orig_04_07/metamer_audio.wav
32_stim83_cicadas_orig_splits,32_stim83_cicadas_orig_07_10.wav,,I,0.178254,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/32_stim83_cicadas_orig_splits/32_stim83_cicadas_orig_07_10/metamer_audio.wav
33_stim86_clock_ticking_orig_splits,33_stim86_clock_ticking_orig_01_04.wav,,,0.055315,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/33_stim86_clock_ticking_orig_splits/33_stim86_clock_ticking_orig_01_04/metamer_audio.wav
33_stim86_clock_ticking_orig_splits,33_stim86_clock_ticking_orig_04_07.wav,,,0.053254,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/33_stim86_clock_ticking_orig_splits/33_stim86_clock_ticking_orig_04_07/metamer_audio.wav
33_stim86_clock_ticking_orig_splits,33_stim86_clock_ticking_orig_07_10.wav,,,0.054834,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/33_stim86_clock_ticking_orig_splits/33_stim86_clock_ticking_orig_07_10/metamer_audio.wav
34_stim92_country_song_orig_splits,34_stim92_country_song_orig_01_04.wav,THATS ERE'SOE IR SOLRA, E  ,0.216565,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/34_stim92_country_song_orig_splits/34_stim92_country_song_orig_01_04/metamer_audio.wav
34_stim92_country_song_orig_splits,34_stim92_country_song_orig_04_07.wav,O MOR ITS A MON,,0.189062,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/34_stim92_country_song_orig_splits/34_stim92_country_song_orig_04_07/metamer_audio.wav
34_stim92_country_song_orig_splits,34_stim92_country_song_orig_07_10.wav,E BEEN THE PAN NOWHERE FOR,EOR,0.166239,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/34_stim92_country_song_orig_splits/34_stim92_country_song_orig_07_10/metamer_audio.wav
35_stim97_crickets_orig_splits,35_stim97_crickets_orig_01_04.wav,O,,0.193707,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/35_stim97_crickets_orig_splits/35_stim97_crickets_orig_01_04/metamer_audio.wav
35_stim97_crickets_orig_splits,35_stim97_crickets_orig_04_07.wav,O,,0.190834,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/35_stim97_crickets_orig_splits/35_stim97_crickets_orig_04_07/metamer_audio.wav
35_stim97_crickets_orig_splits,35_stim97_crickets_orig_07_10.wav,O,,0.171032,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/35_stim97_crickets_orig_splits/35_stim97_crickets_orig_07_10/metamer_audio.wav
36_stim999_jazz_drums_orig_splits,36_stim999_jazz_drums_orig_01_04.wav, OOOOOO,,0.140824,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/36_stim999_jazz_drums_orig_splits/36_stim999_jazz_drums_orig_01_04/metamer_audio.wav
36_stim999_jazz_drums_orig_splits,36_stim999_jazz_drums_orig_04_07.wav,  O HO OO, TI I,0.156062,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/36_stim999_jazz_drums_orig_splits/36_stim999_jazz_drums_orig_04_07/metamer_audio.wav
36_stim999_jazz_drums_orig_splits,36_stim999_jazz_drums_orig_07_10.wav,O,,0.131977,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/36_stim999_jazz_drums_orig_splits/36_stim999_jazz_drums_orig_07_10/metamer_audio.wav
37_stim998_saxophone_solo_orig_splits,37_stim998_saxophone_solo_orig_01_04.wav,THO,,0.127370,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/37_stim998_saxophone_solo_orig_splits/37_stim998_saxophone_solo_orig_01_04/metamer_audio.wav
37_stim998_saxophone_solo_orig_splits,37_stim998_saxophone_solo_orig_04_07.wav,,,0.108841,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/37_stim998_saxophone_solo_orig_splits/37_stim998_saxophone_solo_orig_04_07/metamer_audio.wav
37_stim998_saxophone_solo_orig_splits,37_stim998_saxophone_solo_orig_07_10.wav, THA THAR THA, TH,0.122821,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/37_stim998_saxophone_solo_orig_splits/37_stim998_saxophone_solo_orig_07_10/metamer_audio.wav
38_stim997_acoustic_guitar_orig_splits,38_stim997_acoustic_guitar_orig_01_04.wav,YOE HAVE O, THER THE ,0.178317,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/38_stim997_acoustic_guitar_orig_splits/38_stim997_acoustic_guitar_orig_01_04/metamer_audio.wav
38_stim997_acoustic_guitar_orig_splits,38_stim997_acoustic_guitar_orig_04_07.wav,TA  THOW, I,0.177190,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/38_stim997_acoustic_guitar_orig_splits/38_stim997_acoustic_guitar_orig_04_07/metamer_audio.wav
38_stim997_acoustic_guitar_orig_splits,38_stim997_acoustic_guitar_orig_07_10.wav, ON O E,  WO,0.184189,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/38_stim997_acoustic_guitar_orig_splits/38_stim997_acoustic_guitar_orig_07_10/metamer_audio.wav
39_stim996_spanish_vocal_orig_splits,39_stim996_spanish_vocal_orig_01_04.wav,E THI , ,0.184581,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/39_stim996_spanish_vocal_orig_splits/39_stim996_spanish_vocal_orig_01_04/metamer_audio.wav
39_stim996_spanish_vocal_orig_splits,39_stim996_spanish_vocal_orig_04_07.wav,DON'T NEE FOR,YO E O E,0.179234,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/39_stim996_spanish_vocal_orig_splits/39_stim996_spanish_vocal_orig_04_07/metamer_audio.wav
39_stim996_spanish_vocal_orig_splits,39_stim996_spanish_vocal_orig_07_10.wav,WIN A SIN DOWN  ME, WE  AN E  ,0.179998,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/39_stim996_spanish_vocal_orig_splits/39_stim996_spanish_vocal_orig_07_10/metamer_audio.wav
40_stim995_rap_music_orig_splits,40_stim995_rap_music_orig_01_04.wav, BIT OF FREE STARS TAN MI GETHER,ER,0.094624,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/40_stim995_rap_music_orig_splits/40_stim995_rap_music_orig_01_04/metamer_audio.wav
40_stim995_rap_music_orig_splits,40_stim995_rap_music_orig_04_07.wav,WEGET TO WAN A GAO AN  WAS,WE GET  A O O DON'T NOW WOR,0.099870,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/40_stim995_rap_music_orig_splits/40_stim995_rap_music_orig_04_07/metamer_audio.wav
40_stim995_rap_music_orig_splits,40_stim995_rap_music_orig_07_10.wav,THEY'LL BE THE COLES IS NO DAY YOUNG I, HELL WE O  VERY YOUNG WAGO,0.112885,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/40_stim995_rap_music_orig_splits/40_stim995_rap_music_orig_07_10/metamer_audio.wav
41_stim994_english_vocal_orig_splits,41_stim994_english_vocal_orig_01_04.wav,TOQLERMENTINE IN SAING OALL ME,YOUN'T WE MENI ON' SA ,0.125341,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/41_stim994_english_vocal_orig_splits/41_stim994_english_vocal_orig_01_04/metamer_audio.wav
41_stim994_english_vocal_orig_splits,41_stim994_english_vocal_orig_04_07.wav,E MORE ALL THE ACCESSS,O OU O  TE I I WI,0.176431,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/41_stim994_english_vocal_orig_splits/41_stim994_english_vocal_orig_04_07/metamer_audio.wav
41_stim994_english_vocal_orig_splits,41_stim994_english_vocal_orig_07_10.wav,YEHARL FOR ME,YOUR OW FOR ME,0.166460,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_metamers_42_natural/41_stim994_english_vocal_orig_splits/41_stim994_english_vocal_orig_07_10/metamer_audio.wav
